"","state_to","state_from","net_flow","year","st_to","st_from"
"12421","Georgia","New York",8288,2014,"GA","NY"
"12422","North Carolina","Georgia",1275,2014,"NC","GA"
"12423","Georgia","North Dakota",85,2014,"GA","ND"
"12424","Georgia","Ohio",751,2014,"GA","OH"
"12425","Oklahoma","Georgia",317,2014,"OK","GA"
"12426","Oregon","Georgia",571,2014,"OR","GA"
"12427","Georgia","Pennsylvania",3222,2014,"GA","PA"
"12428","Rhode Island","Georgia",1416,2014,"RI","GA"
"12429","Georgia","South Carolina",2280,2014,"GA","SC"
"12430","Georgia","South Dakota",285,2014,"GA","SD"
"12431","Tennessee","Georgia",916,2014,"TN","GA"
"12432","Texas","Georgia",1712,2014,"TX","GA"
"12433","Utah","Georgia",257,2014,"UT","GA"
"12434","Georgia","Vermont",54,2014,"GA","VT"
"12435","Georgia","Virginia",1689,2014,"GA","VA"
"12436","Washington","Georgia",375,2014,"WA","GA"
"12437","Georgia","West Virginia",797,2014,"GA","WV"
"12438","Georgia","Wisconsin",2066,2014,"GA","WI"
"12439","Georgia","Wyoming",299,2014,"GA","WY"
"12440","Georgia","Puerto Rico",1087,2014,"GA","PR"
"12441","Idaho","Hawaii",530,2014,"ID","HI"
"12442","Hawaii","Illinois",174,2014,"HI","IL"
"12443","Hawaii","Indiana",926,2014,"HI","IN"
"12444","Hawaii","Iowa",201,2014,"HI","IA"
"12445","Kansas","Hawaii",139,2014,"KS","HI"
"12446","Kentucky","Hawaii",242,2014,"KY","HI"
"12447","Louisiana","Hawaii",660,2014,"LA","HI"
"12448","Hawaii","Maine",450,2014,"HI","ME"
"12449","Maryland","Hawaii",1096,2014,"MD","HI"
"12450","Massachusetts","Hawaii",244,2014,"MA","HI"
"12451","Hawaii","Michigan",63,2014,"HI","MI"
"12452","Minnesota","Hawaii",50,2014,"MN","HI"
"12453","Mississippi","Hawaii",45,2014,"MS","HI"
"12454","Hawaii","Missouri",163,2014,"HI","MO"
"12455","Montana","Hawaii",549,2014,"MT","HI"
"12456","Hawaii","Nebraska",151,2014,"HI","NE"
"12457","Nevada","Hawaii",539,2014,"NV","HI"
"12458","Hawaii","New Hampshire",0,2014,"HI","NH"
"12459","Hawaii","New Jersey",366,2014,"HI","NJ"
"12460","New Mexico","Hawaii",99,2014,"NM","HI"
"12461","Hawaii","New York",698,2014,"HI","NY"
"12462","North Carolina","Hawaii",1223,2014,"NC","HI"
"12463","North Dakota","Hawaii",348,2014,"ND","HI"
"12464","Hawaii","Ohio",149,2014,"HI","OH"
"12465","Hawaii","Oklahoma",320,2014,"HI","OK"
"12466","Oregon","Hawaii",2428,2014,"OR","HI"
"12467","Pennsylvania","Hawaii",79,2014,"PA","HI"
"12468","Hawaii","Rhode Island",70,2014,"HI","RI"
"12469","South Carolina","Hawaii",363,2014,"SC","HI"
"12470","Hawaii","South Dakota",0,2014,"HI","SD"
"12471","Hawaii","Tennessee",638,2014,"HI","TN"
"12472","Texas","Hawaii",37,2014,"TX","HI"
"12473","Utah","Hawaii",1014,2014,"UT","HI"
"12474","Hawaii","Vermont",0,2014,"HI","VT"
"12475","Hawaii","Virginia",408,2014,"HI","VA"
"12476","Washington","Hawaii",83,2014,"WA","HI"
"12477","Hawaii","West Virginia",0,2014,"HI","WV"
"12478","Hawaii","Wisconsin",73,2014,"HI","WI"
"12479","Wyoming","Hawaii",45,2014,"WY","HI"
"12480","Hawaii","Puerto Rico",85,2014,"HI","PR"
"12481","Idaho","Illinois",952,2014,"ID","IL"
"12482","Idaho","Indiana",105,2014,"ID","IN"
"12483","Idaho","Iowa",168,2014,"ID","IA"
"12484","Idaho","Kansas",642,2014,"ID","KS"
"12485","Kentucky","Idaho",442,2014,"KY","ID"
"12486","Idaho","Louisiana",125,2014,"ID","LA"
"12487","Maine","Idaho",29,2014,"ME","ID"
"12488","Idaho","Maryland",161,2014,"ID","MD"
"12489","Massachusetts","Idaho",400,2014,"MA","ID"
"12490","Idaho","Michigan",283,2014,"ID","MI"
"12491","Idaho","Minnesota",141,2014,"ID","MN"
"12492","Idaho","Mississippi",141,2014,"ID","MS"
"12493","Missouri","Idaho",382,2014,"MO","ID"
"12494","Idaho","Montana",1743,2014,"ID","MT"
"12495","Nebraska","Idaho",295,2014,"NE","ID"
"12496","Idaho","Nevada",739,2014,"ID","NV"
"12497","Idaho","New Hampshire",0,2014,"ID","NH"
"12498","Idaho","New Jersey",66,2014,"ID","NJ"
"12499","New Mexico","Idaho",300,2014,"NM","ID"
"12500","New York","Idaho",241,2014,"NY","ID"
"12501","Idaho","North Carolina",711,2014,"ID","NC"
"12502","North Dakota","Idaho",224,2014,"ND","ID"
"12503","Ohio","Idaho",170,2014,"OH","ID"
"12504","Idaho","Oklahoma",778,2014,"ID","OK"
"12505","Oregon","Idaho",624,2014,"OR","ID"
"12506","Pennsylvania","Idaho",3,2014,"PA","ID"
"12507","Idaho","Rhode Island",0,2014,"ID","RI"
"12508","South Carolina","Idaho",484,2014,"SC","ID"
"12509","Idaho","South Dakota",232,2014,"ID","SD"
"12510","Idaho","Tennessee",1073,2014,"ID","TN"
"12511","Texas","Idaho",522,2014,"TX","ID"
"12512","Utah","Idaho",1296,2014,"UT","ID"
"12513","Idaho","Vermont",529,2014,"ID","VT"
"12514","Virginia","Idaho",107,2014,"VA","ID"
"12515","Washington","Idaho",1364,2014,"WA","ID"
"12516","Idaho","West Virginia",0,2014,"ID","WV"
"12517","Idaho","Wisconsin",430,2014,"ID","WI"
"12518","Idaho","Wyoming",714,2014,"ID","WY"
"12519","Idaho","Puerto Rico",90,2014,"ID","PR"
"12520","Indiana","Illinois",18956,2014,"IN","IL"
"12521","Iowa","Illinois",7141,2014,"IA","IL"
"12522","Illinois","Kansas",6,2014,"IL","KS"
"12523","Kentucky","Illinois",3075,2014,"KY","IL"
"12524","Illinois","Louisiana",468,2014,"IL","LA"
"12525","Illinois","Maine",211,2014,"IL","ME"
"12526","Illinois","Maryland",237,2014,"IL","MD"
"12527","Illinois","Massachusetts",1292,2014,"IL","MA"
"12528","Michigan","Illinois",2950,2014,"MI","IL"
"12529","Minnesota","Illinois",5800,2014,"MN","IL"
"12530","Mississippi","Illinois",1319,2014,"MS","IL"
"12531","Missouri","Illinois",8877,2014,"MO","IL"
"12532","Illinois","Montana",513,2014,"IL","MT"
"12533","Nebraska","Illinois",2190,2014,"NE","IL"
"12534","Nevada","Illinois",1415,2014,"NV","IL"
"12535","New Hampshire","Illinois",795,2014,"NH","IL"
"12536","Illinois","New Jersey",829,2014,"IL","NJ"
"12537","New Mexico","Illinois",1933,2014,"NM","IL"
"12538","Illinois","New York",3045,2014,"IL","NY"
"12539","North Carolina","Illinois",2055,2014,"NC","IL"
"12540","Illinois","North Dakota",263,2014,"IL","ND"
"12541","Ohio","Illinois",662,2014,"OH","IL"
"12542","Illinois","Oklahoma",1343,2014,"IL","OK"
"12543","Oregon","Illinois",382,2014,"OR","IL"
"12544","Illinois","Pennsylvania",2531,2014,"IL","PA"
"12545","Rhode Island","Illinois",183,2014,"RI","IL"
"12546","South Carolina","Illinois",997,2014,"SC","IL"
"12547","South Dakota","Illinois",403,2014,"SD","IL"
"12548","Tennessee","Illinois",3981,2014,"TN","IL"
"12549","Texas","Illinois",10988,2014,"TX","IL"
"12550","Utah","Illinois",614,2014,"UT","IL"
"12551","Illinois","Vermont",131,2014,"IL","VT"
"12552","Illinois","Virginia",43,2014,"IL","VA"
"12553","Washington","Illinois",1919,2014,"WA","IL"
"12554","West Virginia","Illinois",5,2014,"WV","IL"
"12555","Wisconsin","Illinois",15370,2014,"WI","IL"
"12556","Wyoming","Illinois",371,2014,"WY","IL"
"12557","Illinois","Puerto Rico",1074,2014,"IL","PR"
"12558","Iowa","Indiana",1131,2014,"IA","IN"
"12559","Indiana","Kansas",560,2014,"IN","KS"
"12560","Kentucky","Indiana",2945,2014,"KY","IN"
"12561","Indiana","Louisiana",787,2014,"IN","LA"
"12562","Maine","Indiana",54,2014,"ME","IN"
"12563","Indiana","Maryland",1214,2014,"IN","MD"
"12564","Indiana","Massachusetts",133,2014,"IN","MA"
"12565","Michigan","Indiana",816,2014,"MI","IN"
"12566","Minnesota","Indiana",1848,2014,"MN","IN"
"12567","Mississippi","Indiana",695,2014,"MS","IN"
"12568","Missouri","Indiana",2250,2014,"MO","IN"
"12569","Montana","Indiana",439,2014,"MT","IN"
"12570","Nebraska","Indiana",343,2014,"NE","IN"
"12571","Indiana","Nevada",764,2014,"IN","NV"
"12572","Indiana","New Hampshire",921,2014,"IN","NH"
"12573","Indiana","New Jersey",321,2014,"IN","NJ"
"12574","New Mexico","Indiana",870,2014,"NM","IN"
"12575","Indiana","New York",814,2014,"IN","NY"
"12576","Indiana","North Carolina",983,2014,"IN","NC"
"12577","Indiana","North Dakota",67,2014,"IN","ND"
"12578","Indiana","Ohio",616,2014,"IN","OH"
"12579","Oklahoma","Indiana",1182,2014,"OK","IN"
"12580","Oregon","Indiana",268,2014,"OR","IN"
"12581","Pennsylvania","Indiana",555,2014,"PA","IN"
"12582","Indiana","Rhode Island",167,2014,"IN","RI"
"12583","South Carolina","Indiana",1808,2014,"SC","IN"
"12584","Indiana","South Dakota",109,2014,"IN","SD"
"12585","Tennessee","Indiana",2243,2014,"TN","IN"
"12586","Texas","Indiana",1224,2014,"TX","IN"
"12587","Indiana","Utah",136,2014,"IN","UT"
"12588","Indiana","Vermont",83,2014,"IN","VT"
"12589","Virginia","Indiana",1124,2014,"VA","IN"
"12590","Washington","Indiana",90,2014,"WA","IN"
"12591","West Virginia","Indiana",477,2014,"WV","IN"
"12592","Indiana","Wisconsin",647,2014,"IN","WI"
"12593","Indiana","Wyoming",306,2014,"IN","WY"
"12594","Indiana","Puerto Rico",77,2014,"IN","PR"
"12595","Kansas","Iowa",161,2014,"KS","IA"
"12596","Kentucky","Iowa",853,2014,"KY","IA"
"12597","Iowa","Louisiana",170,2014,"IA","LA"
"12598","Maine","Iowa",198,2014,"ME","IA"
"12599","Maryland","Iowa",87,2014,"MD","IA"
"12600","Massachusetts","Iowa",242,2014,"MA","IA"
"12601","Iowa","Michigan",288,2014,"IA","MI"
"12602","Iowa","Minnesota",2958,2014,"IA","MN"
"12603","Iowa","Mississippi",316,2014,"IA","MS"
"12604","Missouri","Iowa",255,2014,"MO","IA"
"12605","Montana","Iowa",243,2014,"MT","IA"
"12606","Iowa","Nebraska",1004,2014,"IA","NE"
"12607","Nevada","Iowa",1146,2014,"NV","IA"
"12608","Iowa","New Hampshire",24,2014,"IA","NH"
"12609","Iowa","New Jersey",355,2014,"IA","NJ"
"12610","Iowa","New Mexico",580,2014,"IA","NM"
"12611","Iowa","New York",140,2014,"IA","NY"
"12612","North Carolina","Iowa",1021,2014,"NC","IA"
"12613","Iowa","North Dakota",204,2014,"IA","ND"
"12614","Ohio","Iowa",609,2014,"OH","IA"
"12615","Oklahoma","Iowa",2364,2014,"OK","IA"
"12616","Iowa","Oregon",167,2014,"IA","OR"
"12617","Iowa","Pennsylvania",806,2014,"IA","PA"
"12618","Rhode Island","Iowa",80,2014,"RI","IA"
"12619","South Carolina","Iowa",186,2014,"SC","IA"
"12620","South Dakota","Iowa",542,2014,"SD","IA"
"12621","Tennessee","Iowa",723,2014,"TN","IA"
"12622","Texas","Iowa",1280,2014,"TX","IA"
"12623","Utah","Iowa",63,2014,"UT","IA"
"12624","Iowa","Vermont",52,2014,"IA","VT"
"12625","Iowa","Virginia",269,2014,"IA","VA"
"12626","Washington","Iowa",656,2014,"WA","IA"
"12627","Iowa","West Virginia",161,2014,"IA","WV"
"12628","Wisconsin","Iowa",1183,2014,"WI","IA"
"12629","Iowa","Wyoming",285,2014,"IA","WY"
"12630","Iowa","Puerto Rico",0,2014,"IA","PR"
"12631","Kansas","Kentucky",10,2014,"KS","KY"
"12632","Kansas","Louisiana",934,2014,"KS","LA"
"12633","Maine","Kansas",58,2014,"ME","KS"
"12634","Maryland","Kansas",128,2014,"MD","KS"
"12635","Kansas","Massachusetts",148,2014,"KS","MA"
"12636","Kansas","Michigan",837,2014,"KS","MI"
"12637","Kansas","Minnesota",1190,2014,"KS","MN"
"12638","Mississippi","Kansas",19,2014,"MS","KS"
"12639","Kansas","Missouri",3390,2014,"KS","MO"
"12640","Montana","Kansas",236,2014,"MT","KS"
"12641","Nebraska","Kansas",714,2014,"NE","KS"
"12642","Kansas","Nevada",995,2014,"KS","NV"
"12643","New Hampshire","Kansas",165,2014,"NH","KS"
"12644","Kansas","New Jersey",1228,2014,"KS","NJ"
"12645","Kansas","New Mexico",119,2014,"KS","NM"
"12646","Kansas","New York",71,2014,"KS","NY"
"12647","North Carolina","Kansas",574,2014,"NC","KS"
"12648","North Dakota","Kansas",143,2014,"ND","KS"
"12649","Kansas","Ohio",747,2014,"KS","OH"
"12650","Oklahoma","Kansas",2748,2014,"OK","KS"
"12651","Oregon","Kansas",160,2014,"OR","KS"
"12652","Pennsylvania","Kansas",580,2014,"PA","KS"
"12653","Rhode Island","Kansas",153,2014,"RI","KS"
"12654","South Carolina","Kansas",516,2014,"SC","KS"
"12655","South Dakota","Kansas",641,2014,"SD","KS"
"12656","Kansas","Tennessee",341,2014,"KS","TN"
"12657","Texas","Kansas",330,2014,"TX","KS"
"12658","Kansas","Utah",539,2014,"KS","UT"
"12659","Vermont","Kansas",39,2014,"VT","KS"
"12660","Kansas","Virginia",2704,2014,"KS","VA"
"12661","Washington","Kansas",257,2014,"WA","KS"
"12662","Kansas","West Virginia",139,2014,"KS","WV"
"12663","Kansas","Wisconsin",37,2014,"KS","WI"
"12664","Kansas","Wyoming",236,2014,"KS","WY"
"12665","Kansas","Puerto Rico",113,2014,"KS","PR"
"12666","Louisiana","Kentucky",483,2014,"LA","KY"
"12667","Maine","Kentucky",114,2014,"ME","KY"
"12668","Kentucky","Maryland",364,2014,"KY","MD"
"12669","Kentucky","Massachusetts",137,2014,"KY","MA"
"12670","Michigan","Kentucky",1135,2014,"MI","KY"
"12671","Kentucky","Minnesota",332,2014,"KY","MN"
"12672","Mississippi","Kentucky",151,2014,"MS","KY"
"12673","Kentucky","Missouri",1609,2014,"KY","MO"
"12674","Montana","Kentucky",124,2014,"MT","KY"
"12675","Kentucky","Nebraska",196,2014,"KY","NE"
"12676","Kentucky","Nevada",16,2014,"KY","NV"
"12677","New Hampshire","Kentucky",240,2014,"NH","KY"
"12678","Kentucky","New Jersey",254,2014,"KY","NJ"
"12679","Kentucky","New Mexico",9,2014,"KY","NM"
"12680","Kentucky","New York",1409,2014,"KY","NY"
"12681","Kentucky","North Carolina",1093,2014,"KY","NC"
"12682","North Dakota","Kentucky",322,2014,"ND","KY"
"12683","Ohio","Kentucky",1695,2014,"OH","KY"
"12684","Kentucky","Oklahoma",92,2014,"KY","OK"
"12685","Kentucky","Oregon",284,2014,"KY","OR"
"12686","Kentucky","Pennsylvania",206,2014,"KY","PA"
"12687","Rhode Island","Kentucky",251,2014,"RI","KY"
"12688","South Carolina","Kentucky",2977,2014,"SC","KY"
"12689","Kentucky","South Dakota",321,2014,"KY","SD"
"12690","Kentucky","Tennessee",2236,2014,"KY","TN"
"12691","Texas","Kentucky",422,2014,"TX","KY"
"12692","Kentucky","Utah",155,2014,"KY","UT"
"12693","Vermont","Kentucky",32,2014,"VT","KY"
"12694","Virginia","Kentucky",1876,2014,"VA","KY"
"12695","Kentucky","Washington",298,2014,"KY","WA"
"12696","Kentucky","West Virginia",423,2014,"KY","WV"
"12697","Wisconsin","Kentucky",295,2014,"WI","KY"
"12698","Kentucky","Wyoming",244,2014,"KY","WY"
"12699","Kentucky","Puerto Rico",16,2014,"KY","PR"
"12700","Maine","Louisiana",1014,2014,"ME","LA"
"12701","Maryland","Louisiana",330,2014,"MD","LA"
"12702","Louisiana","Massachusetts",953,2014,"LA","MA"
"12703","Louisiana","Michigan",160,2014,"LA","MI"
"12704","Minnesota","Louisiana",119,2014,"MN","LA"
"12705","Louisiana","Mississippi",764,2014,"LA","MS"
"12706","Louisiana","Missouri",871,2014,"LA","MO"
"12707","Louisiana","Montana",147,2014,"LA","MT"
"12708","Nebraska","Louisiana",91,2014,"NE","LA"
"12709","Louisiana","Nevada",692,2014,"LA","NV"
"12710","Louisiana","New Hampshire",127,2014,"LA","NH"
"12711","New Jersey","Louisiana",351,2014,"NJ","LA"
"12712","New Mexico","Louisiana",787,2014,"NM","LA"
"12713","Louisiana","New York",1236,2014,"LA","NY"
"12714","Louisiana","North Carolina",1990,2014,"LA","NC"
"12715","Louisiana","North Dakota",167,2014,"LA","ND"
"12716","Louisiana","Ohio",1698,2014,"LA","OH"
"12717","Louisiana","Oklahoma",1259,2014,"LA","OK"
"12718","Oregon","Louisiana",408,2014,"OR","LA"
"12719","Pennsylvania","Louisiana",1043,2014,"PA","LA"
"12720","Rhode Island","Louisiana",365,2014,"RI","LA"
"12721","South Carolina","Louisiana",654,2014,"SC","LA"
"12722","Louisiana","South Dakota",259,2014,"LA","SD"
"12723","Louisiana","Tennessee",1353,2014,"LA","TN"
"12724","Texas","Louisiana",2289,2014,"TX","LA"
"12725","Louisiana","Utah",225,2014,"LA","UT"
"12726","Louisiana","Vermont",0,2014,"LA","VT"
"12727","Louisiana","Virginia",1392,2014,"LA","VA"
"12728","Louisiana","Washington",315,2014,"LA","WA"
"12729","Louisiana","West Virginia",241,2014,"LA","WV"
"12730","Louisiana","Wisconsin",601,2014,"LA","WI"
"12731","Wyoming","Louisiana",38,2014,"WY","LA"
"12732","Louisiana","Puerto Rico",60,2014,"LA","PR"
"12733","Maine","Maryland",33,2014,"ME","MD"
"12734","Maine","Massachusetts",2288,2014,"ME","MA"
"12735","Maine","Michigan",7,2014,"ME","MI"
"12736","Maine","Minnesota",101,2014,"ME","MN"
"12737","Maine","Mississippi",0,2014,"ME","MS"
"12738","Maine","Missouri",8,2014,"ME","MO"
"12739","Maine","Montana",53,2014,"ME","MT"
"12740","Nebraska","Maine",200,2014,"NE","ME"
"12741","Maine","Nevada",407,2014,"ME","NV"
"12742","New Hampshire","Maine",55,2014,"NH","ME"
"12743","Maine","New Jersey",808,2014,"ME","NJ"
"12744","Maine","New Mexico",408,2014,"ME","NM"
"12745","Maine","New York",2155,2014,"ME","NY"
"12746","North Carolina","Maine",934,2014,"NC","ME"
"12747","Maine","North Dakota",30,2014,"ME","ND"
"12748","Maine","Ohio",127,2014,"ME","OH"
"12749","Maine","Oklahoma",187,2014,"ME","OK"
"12750","Oregon","Maine",230,2014,"OR","ME"
"12751","Maine","Pennsylvania",989,2014,"ME","PA"
"12752","Maine","Rhode Island",21,2014,"ME","RI"
"12753","South Carolina","Maine",1222,2014,"SC","ME"
"12754","Maine","South Dakota",63,2014,"ME","SD"
"12755","Tennessee","Maine",192,2014,"TN","ME"
"12756","Maine","Texas",834,2014,"ME","TX"
"12757","Maine","Utah",692,2014,"ME","UT"
"12758","Maine","Vermont",548,2014,"ME","VT"
"12759","Virginia","Maine",291,2014,"VA","ME"
"12760","Maine","Washington",87,2014,"ME","WA"
"12761","Maine","West Virginia",17,2014,"ME","WV"
"12762","Maine","Wisconsin",499,2014,"ME","WI"
"12763","Wyoming","Maine",115,2014,"WY","ME"
"12764","Maine","Puerto Rico",0,2014,"ME","PR"
"12765","Maryland","Massachusetts",744,2014,"MD","MA"
"12766","Maryland","Michigan",1012,2014,"MD","MI"
"12767","Maryland","Minnesota",310,2014,"MD","MN"
"12768","Maryland","Mississippi",155,2014,"MD","MS"
"12769","Missouri","Maryland",933,2014,"MO","MD"
"12770","Montana","Maryland",117,2014,"MT","MD"
"12771","Nebraska","Maryland",313,2014,"NE","MD"
"12772","Nevada","Maryland",350,2014,"NV","MD"
"12773","Maryland","New Hampshire",287,2014,"MD","NH"
"12774","Maryland","New Jersey",3996,2014,"MD","NJ"
"12775","New Mexico","Maryland",594,2014,"NM","MD"
"12776","Maryland","New York",6583,2014,"MD","NY"
"12777","Maryland","North Carolina",646,2014,"MD","NC"
"12778","Maryland","North Dakota",140,2014,"MD","ND"
"12779","Ohio","Maryland",803,2014,"OH","MD"
"12780","Oklahoma","Maryland",374,2014,"OK","MD"
"12781","Oregon","Maryland",595,2014,"OR","MD"
"12782","Pennsylvania","Maryland",8143,2014,"PA","MD"
"12783","Maryland","Rhode Island",308,2014,"MD","RI"
"12784","South Carolina","Maryland",1715,2014,"SC","MD"
"12785","South Dakota","Maryland",130,2014,"SD","MD"
"12786","Tennessee","Maryland",1513,2014,"TN","MD"
"12787","Texas","Maryland",4006,2014,"TX","MD"
"12788","Maryland","Utah",673,2014,"MD","UT"
"12789","Vermont","Maryland",304,2014,"VT","MD"
"12790","Virginia","Maryland",6249,2014,"VA","MD"
"12791","Washington","Maryland",485,2014,"WA","MD"
"12792","West Virginia","Maryland",3236,2014,"WV","MD"
"12793","Maryland","Wisconsin",203,2014,"MD","WI"
"12794","Maryland","Wyoming",28,2014,"MD","WY"
"12795","Maryland","Puerto Rico",965,2014,"MD","PR"
"12796","Michigan","Massachusetts",431,2014,"MI","MA"
"12797","Minnesota","Massachusetts",205,2014,"MN","MA"
"12798","Mississippi","Massachusetts",417,2014,"MS","MA"
"12799","Missouri","Massachusetts",82,2014,"MO","MA"
"12800","Montana","Massachusetts",629,2014,"MT","MA"
"12801","Nebraska","Massachusetts",857,2014,"NE","MA"
"12802","Nevada","Massachusetts",152,2014,"NV","MA"
"12803","New Hampshire","Massachusetts",3515,2014,"NH","MA"
"12804","Massachusetts","New Jersey",2425,2014,"MA","NJ"
"12805","Massachusetts","New Mexico",18,2014,"MA","NM"
"12806","Massachusetts","New York",5326,2014,"MA","NY"
"12807","North Carolina","Massachusetts",845,2014,"NC","MA"
"12808","North Dakota","Massachusetts",3,2014,"ND","MA"
"12809","Ohio","Massachusetts",541,2014,"OH","MA"
"12810","Massachusetts","Oklahoma",364,2014,"MA","OK"
"12811","Oregon","Massachusetts",823,2014,"OR","MA"
"12812","Massachusetts","Pennsylvania",2093,2014,"MA","PA"
"12813","Rhode Island","Massachusetts",1264,2014,"RI","MA"
"12814","South Carolina","Massachusetts",526,2014,"SC","MA"
"12815","South Dakota","Massachusetts",63,2014,"SD","MA"
"12816","Tennessee","Massachusetts",668,2014,"TN","MA"
"12817","Texas","Massachusetts",856,2014,"TX","MA"
"12818","Utah","Massachusetts",882,2014,"UT","MA"
"12819","Vermont","Massachusetts",1697,2014,"VT","MA"
"12820","Massachusetts","Virginia",1127,2014,"MA","VA"
"12821","Washington","Massachusetts",689,2014,"WA","MA"
"12822","Massachusetts","West Virginia",71,2014,"MA","WV"
"12823","Massachusetts","Wisconsin",148,2014,"MA","WI"
"12824","Massachusetts","Wyoming",0,2014,"MA","WY"
"12825","Massachusetts","Puerto Rico",1802,2014,"MA","PR"
"12826","Michigan","Minnesota",101,2014,"MI","MN"
"12827","Mississippi","Michigan",2052,2014,"MS","MI"
"12828","Missouri","Michigan",800,2014,"MO","MI"
"12829","Montana","Michigan",553,2014,"MT","MI"
"12830","Michigan","Nebraska",136,2014,"MI","NE"
"12831","Nevada","Michigan",130,2014,"NV","MI"
"12832","Michigan","New Hampshire",175,2014,"MI","NH"
"12833","Michigan","New Jersey",332,2014,"MI","NJ"
"12834","New Mexico","Michigan",83,2014,"NM","MI"
"12835","Michigan","New York",2399,2014,"MI","NY"
"12836","North Carolina","Michigan",2561,2014,"NC","MI"
"12837","North Dakota","Michigan",559,2014,"ND","MI"
"12838","Ohio","Michigan",651,2014,"OH","MI"
"12839","Michigan","Oklahoma",396,2014,"MI","OK"
"12840","Oregon","Michigan",537,2014,"OR","MI"
"12841","Pennsylvania","Michigan",1532,2014,"PA","MI"
"12842","Michigan","Rhode Island",63,2014,"MI","RI"
"12843","South Carolina","Michigan",1558,2014,"SC","MI"
"12844","Michigan","South Dakota",369,2014,"MI","SD"
"12845","Michigan","Tennessee",916,2014,"MI","TN"
"12846","Texas","Michigan",2821,2014,"TX","MI"
"12847","Utah","Michigan",226,2014,"UT","MI"
"12848","Vermont","Michigan",146,2014,"VT","MI"
"12849","Michigan","Virginia",441,2014,"MI","VA"
"12850","Michigan","Washington",773,2014,"MI","WA"
"12851","Michigan","West Virginia",213,2014,"MI","WV"
"12852","Wisconsin","Michigan",55,2014,"WI","MI"
"12853","Michigan","Wyoming",50,2014,"MI","WY"
"12854","Michigan","Puerto Rico",662,2014,"MI","PR"
"12855","Minnesota","Mississippi",845,2014,"MN","MS"
"12856","Minnesota","Missouri",448,2014,"MN","MO"
"12857","Minnesota","Montana",226,2014,"MN","MT"
"12858","Nebraska","Minnesota",1254,2014,"NE","MN"
"12859","Nevada","Minnesota",580,2014,"NV","MN"
"12860","Minnesota","New Hampshire",188,2014,"MN","NH"
"12861","New Jersey","Minnesota",528,2014,"NJ","MN"
"12862","New Mexico","Minnesota",20,2014,"NM","MN"
"12863","Minnesota","New York",247,2014,"MN","NY"
"12864","North Carolina","Minnesota",1275,2014,"NC","MN"
"12865","North Dakota","Minnesota",5169,2014,"ND","MN"
"12866","Minnesota","Ohio",324,2014,"MN","OH"
"12867","Oklahoma","Minnesota",341,2014,"OK","MN"
"12868","Oregon","Minnesota",1498,2014,"OR","MN"
"12869","Minnesota","Pennsylvania",144,2014,"MN","PA"
"12870","Rhode Island","Minnesota",158,2014,"RI","MN"
"12871","South Carolina","Minnesota",697,2014,"SC","MN"
"12872","Minnesota","South Dakota",18,2014,"MN","SD"
"12873","Minnesota","Tennessee",252,2014,"MN","TN"
"12874","Texas","Minnesota",3292,2014,"TX","MN"
"12875","Utah","Minnesota",86,2014,"UT","MN"
"12876","Minnesota","Vermont",93,2014,"MN","VT"
"12877","Virginia","Minnesota",1657,2014,"VA","MN"
"12878","Minnesota","Washington",142,2014,"MN","WA"
"12879","Minnesota","West Virginia",533,2014,"MN","WV"
"12880","Wisconsin","Minnesota",383,2014,"WI","MN"
"12881","Wyoming","Minnesota",131,2014,"WY","MN"
"12882","Puerto Rico","Minnesota",353,2014,"PR","MN"
"12883","Mississippi","Missouri",232,2014,"MS","MO"
"12884","Mississippi","Montana",59,2014,"MS","MT"
"12885","Mississippi","Nebraska",680,2014,"MS","NE"
"12886","Nevada","Mississippi",517,2014,"NV","MS"
"12887","New Hampshire","Mississippi",431,2014,"NH","MS"
"12888","New Jersey","Mississippi",335,2014,"NJ","MS"
"12889","Mississippi","New Mexico",84,2014,"MS","NM"
"12890","New York","Mississippi",638,2014,"NY","MS"
"12891","Mississippi","North Carolina",169,2014,"MS","NC"
"12892","North Dakota","Mississippi",331,2014,"ND","MS"
"12893","Mississippi","Ohio",99,2014,"MS","OH"
"12894","Oklahoma","Mississippi",474,2014,"OK","MS"
"12895","Mississippi","Oregon",148,2014,"MS","OR"
"12896","Mississippi","Pennsylvania",934,2014,"MS","PA"
"12897","Mississippi","Rhode Island",0,2014,"MS","RI"
"12898","Mississippi","South Carolina",950,2014,"MS","SC"
"12899","Mississippi","South Dakota",0,2014,"MS","SD"
"12900","Mississippi","Tennessee",1851,2014,"MS","TN"
"12901","Texas","Mississippi",6762,2014,"TX","MS"
"12902","Utah","Mississippi",95,2014,"UT","MS"
"12903","Vermont","Mississippi",26,2014,"VT","MS"
"12904","Virginia","Mississippi",1181,2014,"VA","MS"
"12905","Mississippi","Washington",366,2014,"MS","WA"
"12906","Mississippi","West Virginia",263,2014,"MS","WV"
"12907","Wisconsin","Mississippi",636,2014,"WI","MS"
"12908","Mississippi","Wyoming",0,2014,"MS","WY"
"12909","Mississippi","Puerto Rico",1280,2014,"MS","PR"
"12910","Missouri","Montana",544,2014,"MO","MT"
"12911","Missouri","Nebraska",1765,2014,"MO","NE"
"12912","Nevada","Missouri",69,2014,"NV","MO"
"12913","Missouri","New Hampshire",55,2014,"MO","NH"
